SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
596,Closed,Office_29,KVIC,PUNJAB,APP2025643453,Applicant_596,Individual,Female,OBC,PWD,1995-07-16,9818228210,Address_136,Block_A,District_34,Rural,Textile Unit,Product_100,IFSC764802,Kotak Bank,Bank_Address_159,2023-04-18,1662873,1407442,182872,No,2022-01-08,820243,2021-06-26,582576,Training_41,2022-04-15,B,Yes,0209677786,applicant_596@email.com,Services,2025-26,2270185,73.60166080719533,Non-Operational,13,431249,Manufacturing
597,Operational,Office_55,DIC,JAMMU & KASHMIR,APP2025433998,Applicant_597,Individual,Female,ST,PWD,2007-06-02,9822351496,Address_34,Block_D,District_40,Rural,Health Care,Product_31,IFSC832427,Bank of Baroda,Bank_Address_200,2021-03-18,918998,574176,397970,Yes,2020-03-26,1755356,2022-12-26,518379,Training_48,2022-05-17,C,No,0163687844,applicant_597@email.com,Agro-based,2024-25,1978218,15.713911968157024,Closed,11,857233,Services
598,Non-Operational,Office_3,State,UTTARAKHAND,APP2025953340,Applicant_598,Individual,Female,OBC,NA,1966-04-23,9883127054,Address_276,Block_B,District_38,Rural,Textile Unit,Product_64,IFSC314412,SBI,Bank_Address_105,2023-05-01,2007894,875818,402624,Partial,2021-02-25,1549560,2023-01-23,664657,Training_32,2023-12-31,C,No,0338083078,applicant_598@email.com,Manufacturing,2024-25,1039942,82.38602683220768,Closed,7,766331,Manufacturing
599,Non-Operational,Office_64,State,KARNATAKA,APP2025766388,Applicant_599,Individual,Female,Scheduled Tribe,PWD,1999-02-07,9880230905,Address_286,Block_C,District_39,Urban,Health Care,Product_20,IFSC478354,SBI,Bank_Address_47,2022-05-19,1025073,268134,397336,Yes,2022-11-13,273427,2023-06-30,524538,Training_40,2021-03-31,B,Yes,0192548376,applicant_599@email.com,Agro-based,2023-24,3368028,61.68964654249025,Operational,15,783358,Services
600,Operational,Office_81,KVIC,MAHARASHTRA,APP2025178498,Applicant_600,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1970-10-19,9862743673,Address_118,Block_B,District_8,Rural,Service Business,Product_55,IFSC446193,HDFC Bank,Bank_Address_111,2020-05-10,250454,869102,34790,No,2021-08-22,1366888,2021-06-13,1446800,Training_24,2023-05-30,A,No,0315138450,applicant_600@email.com,Manufacturing,2025-26,4157980,36.98152878886989,Non-Operational,14,1473548,Services
601,Non-Operational,Office_33,DIC,ASSAM,APP2025901220,Applicant_601,Individual,Female,OBC,PWD,1988-07-14,9864046230,Address_107,Block_A,District_50,Urban,Handicraft,Product_11,IFSC470645,Kotak Bank,Bank_Address_1,2021-09-12,2027617,270141,482004,No,2021-01-20,1257609,2020-07-07,890145,Training_42,2022-12-14,C,Yes,0304350744,applicant_601@email.com,Services,2025-26,2451413,86.39938988718349,Operational,3,335574,Manufacturing
602,Closed,Office_78,KVIC,ASSAM,APP2025483206,Applicant_602,Individual,Female,General,EX-SERVICEMAN,1989-03-24,9845980699,Address_128,Block_D,District_49,Urban,Retail Trading,Product_64,IFSC626343,Axis Bank,Bank_Address_1,2020-11-20,1370397,766201,358963,Partial,2021-09-27,731468,2023-01-08,594892,Training_20,2022-11-24,NA,No,0172763942,applicant_602@email.com,Services,2024-25,659975,14.549397179587054,Closed,8,1487848,Services
603,Operational,Office_55,State,UTTAR PRADESH,APP2025881895,Applicant_603,Individual,Male,General,PWD,1990-03-14,9872513182,Address_99,Block_B,District_14,Rural,Food Processing,Product_84,IFSC162454,Union Bank,Bank_Address_189,2023-04-06,701955,683594,334696,Yes,2022-06-17,148572,2022-01-21,838632,Training_42,2021-08-28,C,Yes,0157246037,applicant_603@email.com,Services,2024-25,4056529,67.28387496665202,Closed,17,578262,Manufacturing
604,Non-Operational,Office_60,State,HARYANA,APP2025956481,Applicant_604,Individual,Female,OBC,PWD,2007-07-13,9883444845,Address_329,Block_A,District_50,Rural,Health Care,Product_29,IFSC537564,Bank of Baroda,Bank_Address_159,2021-06-28,1663377,843638,242003,Yes,2023-08-15,642421,2021-12-18,710895,Training_41,2022-04-11,C,Yes,0342871675,applicant_604@email.com,Manufacturing,2023-24,1736580,46.4371688923348,Closed,3,155269,Services
605,Operational,Office_99,State,MAHARASHTRA,APP2025734733,Applicant_605,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1998-11-06,9816827191,Address_73,Block_D,District_23,Urban,Handicraft,Product_6,IFSC216376,ICICI Bank,Bank_Address_196,2023-07-24,289642,420565,214059,Yes,2020-03-30,1943515,2022-11-02,949168,Training_4,2023-09-16,C,Yes,0357683602,applicant_605@email.com,Agro-based,2025-26,1899287,95.65832587528162,Operational,1,479795,Manufacturing
606,Non-Operational,Office_59,DIC,HIMACHAL PRADESH,APP2025674599,Applicant_606,Individual,Male,ST,NA,2013-01-14,9866934431,Address_183,Block_C,District_38,Rural,Retail Trading,Product_52,IFSC386821,SBI,Bank_Address_9,2022-12-17,2108613,1485901,472020,No,2021-08-03,1861171,2022-09-24,1304851,Training_37,2023-08-08,C,No,0204237728,applicant_606@email.com,Agro-based,2025-26,3549868,37.03536057222472,Operational,3,1001872,Services
607,Closed,Office_73,KVIC,MADHYA PRADESH,APP2025194217,Applicant_607,Individual,Female,SC,EX-SERVICEMAN,1973-03-22,9896371207,Address_324,Block_B,District_18,Rural,IT Services,Product_59,IFSC307194,Canara Bank,Bank_Address_73,2022-09-23,424750,1319199,355910,Partial,2022-04-18,1522208,2020-12-17,1022454,Training_46,2022-03-28,NA,Yes,0251364053,applicant_607@email.com,Manufacturing,2025-26,1422630,79.01446918448639,Closed,9,516438,Services
608,Operational,Office_61,State,ANDHRA PRADESH,APP2025606185,Applicant_608,Individual,Female,ST,PWD,2011-09-21,9820117887,Address_450,Block_C,District_21,Urban,Retail Trading,Product_72,IFSC740437,Bank of Baroda,Bank_Address_85,2021-12-09,399022,198308,57669,No,2020-03-22,870847,2023-04-13,1103788,Training_4,2023-06-30,NA,No,0312776643,applicant_608@email.com,Manufacturing,2025-26,2294972,14.340254815366404,Non-Operational,7,1453112,Services
609,Closed,Office_100,Ministry,UTTAR PRADESH,APP2025614994,Applicant_609,Individual,Male,ST,EX-SERVICEMAN,1993-12-16,9882132599,Address_418,Block_D,District_30,Rural,Health Care,Product_42,IFSC718999,ICICI Bank,Bank_Address_119,2021-09-26,2246835,1092860,498255,No,2020-10-24,1804593,2023-05-21,695333,Training_50,2021-10-07,A,No,0348678327,applicant_609@email.com,Services,2023-24,1261216,4.826597882476024,Non-Operational,17,1465535,Services
610,Closed,Office_3,KVIC,RAJASTHAN,APP2025979991,Applicant_610,Individual,Female,ST,EX-SERVICEMAN,1964-01-22,9860991206,Address_33,Block_C,District_45,Urban,E-commerce,Product_30,IFSC556184,Bank of Baroda,Bank_Address_158,2021-11-13,1373786,123572,64129,Yes,2022-10-17,1689327,2022-10-21,526657,Training_3,2020-04-15,B,No,0293924942,applicant_610@email.com,Manufacturing,2023-24,877238,59.43461954050423,Operational,20,170761,Services
611,Operational,Office_71,DIC,TELANGANA,APP2025639851,Applicant_611,Individual,Female,OBC,EX-SERVICEMAN,2013-10-28,9867152127,Address_299,Block_D,District_31,Urban,Retail Trading,Product_96,IFSC682942,Canara Bank,Bank_Address_134,2022-05-08,1305712,606213,260862,Partial,2023-07-26,1507682,2023-07-11,426232,Training_35,2021-01-06,A,No,0363334220,applicant_611@email.com,Services,2023-24,2242845,1.3804349908271396,Non-Operational,2,755774,Services
612,Closed,Office_14,State,PUNJAB,APP2025579438,Applicant_612,Individual,Female,SC,PWD,1963-03-03,9879650574,Address_287,Block_B,District_41,Urban,Health Care,Product_48,IFSC268587,Kotak Bank,Bank_Address_104,2023-04-26,1786029,285879,198733,Partial,2021-04-23,887280,2022-11-02,119258,Training_32,2023-02-12,NA,No,0291846180,applicant_612@email.com,Services,2023-24,3311952,2.992410059543016,Non-Operational,4,171125,Services
613,Non-Operational,Office_2,KVIB,ANDHRA PRADESH,APP2025216900,Applicant_613,Individual,Female,Scheduled Tribe,PWD,1965-10-09,9863172478,Address_108,Block_C,District_38,Rural,Health Care,Product_23,IFSC501614,Kotak Bank,Bank_Address_73,2022-01-28,168050,238974,247707,Yes,2021-12-10,661205,2023-09-23,1065630,Training_31,2022-07-24,B,No,0344155926,applicant_613@email.com,Agro-based,2023-24,4433008,44.949666935189356,Operational,9,547654,Services
614,Operational,Office_56,KVIC,KARNATAKA,APP2025298860,Applicant_614,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1968-07-05,9891398601,Address_342,Block_D,District_27,Rural,Food Processing,Product_67,IFSC869912,Kotak Bank,Bank_Address_82,2023-04-14,2452885,555380,366678,No,2022-03-05,758996,2020-03-23,955484,Training_28,2020-02-23,B,Yes,0331063208,applicant_614@email.com,Services,2024-25,4546536,78.47553688904335,Non-Operational,9,1016999,Manufacturing
615,Operational,Office_45,KVIC,KERALA,APP2025202024,Applicant_615,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1960-01-14,9834973299,Address_265,Block_A,District_48,Urban,Handicraft,Product_15,IFSC269095,Union Bank,Bank_Address_150,2022-08-23,2185620,243616,342105,Yes,2020-01-04,209722,2022-02-06,1019892,Training_13,2021-08-29,NA,Yes,0329173725,applicant_615@email.com,Manufacturing,2023-24,658698,28.38408913035465,Closed,1,1274657,Manufacturing
616,Closed,Office_13,KVIC,ANDHRA PRADESH,APP2025759238,Applicant_616,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1972-11-28,9834415790,Address_116,Block_B,District_6,Rural,Retail Trading,Product_42,IFSC407152,Canara Bank,Bank_Address_58,2021-05-05,1264742,709657,216486,Partial,2022-06-08,1605876,2022-10-02,224331,Training_50,2023-08-10,NA,No,0224671522,applicant_616@email.com,Services,2025-26,565867,91.60256129135094,Closed,20,389923,Services
617,Operational,Office_50,State,HIMACHAL PRADESH,APP2025575243,Applicant_617,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1962-06-02,9816270925,Address_327,Block_C,District_49,Urban,E-commerce,Product_12,IFSC714755,HDFC Bank,Bank_Address_170,2021-04-18,714843,1440765,18894,Partial,2020-09-24,686762,2022-04-25,860318,Training_31,2020-12-24,B,Yes,0287146496,applicant_617@email.com,Retail,2025-26,4388596,67.51198839074814,Non-Operational,8,963596,Services
618,Non-Operational,Office_26,State,MADHYA PRADESH,APP2025528614,Applicant_618,Individual,Male,Scheduled Tribe,NA,2013-12-23,9849229040,Address_111,Block_B,District_20,Rural,IT Services,Product_12,IFSC619162,Axis Bank,Bank_Address_123,2020-08-30,2390861,1059621,477719,No,2021-10-03,367405,2021-08-20,659166,Training_25,2022-05-23,B,Yes,0317227182,applicant_618@email.com,Manufacturing,2023-24,958871,53.47250515348626,Operational,10,329797,Services
619,Closed,Office_37,DIC,WEST BENGAL,APP2025124194,Applicant_619,Individual,Female,OBC,PWD,1998-02-15,9869462693,Address_485,Block_B,District_17,Urban,Tourism Services,Product_34,IFSC325995,HDFC Bank,Bank_Address_181,2021-06-07,2078434,1169288,170925,No,2021-08-19,1226848,2021-10-29,1290229,Training_36,2022-09-09,C,No,0195859204,applicant_619@email.com,Manufacturing,2025-26,2930289,36.604952823014,Non-Operational,6,401145,Services
620,Closed,Office_79,KVIB,HIMACHAL PRADESH,APP2025675182,Applicant_620,Individual,Female,General,EX-SERVICEMAN,1999-06-14,9852077949,Address_384,Block_D,District_23,Urban,Retail Trading,Product_28,IFSC264644,Bank of Baroda,Bank_Address_98,2020-06-06,486656,1328724,361225,No,2021-11-10,1821589,2022-10-15,642575,Training_7,2020-11-02,A,Yes,0188693364,applicant_620@email.com,Manufacturing,2025-26,857896,56.15708140639969,Non-Operational,5,1209875,Services
621,Non-Operational,Office_22,Ministry,PUNJAB,APP2025155107,Applicant_621,Individual,Male,Scheduled Caste,NA,2007-10-25,9872995166,Address_195,Block_B,District_4,Urban,E-commerce,Product_73,IFSC962125,Kotak Bank,Bank_Address_78,2020-09-17,1718068,1047042,93749,No,2021-12-10,1947963,2021-05-17,299040,Training_9,2021-08-02,B,Yes,0278931667,applicant_621@email.com,Services,2024-25,2061776,2.5858453925438507,Closed,2,285687,Services
622,Non-Operational,Office_58,KVIB,WEST BENGAL,APP2025125607,Applicant_622,Individual,Male,OBC,NA,1967-01-14,9859098635,Address_358,Block_B,District_13,Urban,Manufacturing,Product_95,IFSC132019,Canara Bank,Bank_Address_151,2020-04-12,624039,1237229,443539,Partial,2022-03-23,187190,2020-10-30,1118281,Training_7,2022-03-28,B,Yes,0185094985,applicant_622@email.com,Retail,2025-26,3300063,66.17753003852015,Operational,19,440112,Manufacturing
623,Non-Operational,Office_8,KVIC,HIMACHAL PRADESH,APP2025157950,Applicant_623,Individual,Female,ST,EX-SERVICEMAN,2014-06-09,9898525377,Address_246,Block_A,District_43,Urban,Manufacturing,Product_2,IFSC888031,PNB,Bank_Address_45,2020-01-06,1144431,1326871,461957,Partial,2020-04-11,1086343,2022-07-22,886935,Training_40,2022-11-27,B,Yes,0397059405,applicant_623@email.com,Retail,2023-24,3847137,47.94457815766982,Operational,5,434047,Manufacturing
624,Non-Operational,Office_46,DIC,MAHARASHTRA,APP2025628022,Applicant_624,Individual,Female,Scheduled Tribe,NA,1972-07-24,9848286220,Address_217,Block_B,District_38,Urban,Textile Unit,Product_29,IFSC691732,HDFC Bank,Bank_Address_11,2023-11-04,2342608,1486977,48160,Partial,2021-04-27,1365783,2023-03-11,702352,Training_29,2020-02-26,A,Yes,0377824405,applicant_624@email.com,Retail,2025-26,4061640,22.322951292043026,Closed,16,213857,Manufacturing
625,Closed,Office_28,KVIC,KARNATAKA,APP2025819607,Applicant_625,Individual,Male,SC,EX-SERVICEMAN,1995-03-07,9855675696,Address_234,Block_D,District_19,Urban,Retail Trading,Product_83,IFSC220658,PNB,Bank_Address_112,2023-02-02,194830,1005207,230809,Partial,2023-08-21,1343551,2023-08-21,736953,Training_36,2022-12-03,NA,Yes,0224366398,applicant_625@email.com,Manufacturing,2023-24,3060695,31.621043373949153,Operational,8,466038,Services
626,Operational,Office_8,State,UTTARAKHAND,APP2025239755,Applicant_626,Individual,Male,General,EX-SERVICEMAN,1981-02-23,9880186544,Address_289,Block_D,District_33,Rural,E-commerce,Product_49,IFSC253839,Bank of Baroda,Bank_Address_145,2020-05-30,2088869,309755,94686,No,2022-07-13,312245,2020-04-10,95227,Training_40,2021-12-09,B,No,0253186290,applicant_626@email.com,Services,2023-24,2307006,43.00060050261699,Closed,3,1366807,Services
627,Closed,Office_48,Ministry,CHHATTISGARH,APP2025506015,Applicant_627,Individual,Male,General,PWD,1977-06-03,9821110890,Address_210,Block_B,District_33,Rural,Education Center,Product_42,IFSC483638,Canara Bank,Bank_Address_140,2020-09-19,847319,979570,407914,Yes,2022-04-23,1152507,2023-09-09,874373,Training_34,2022-04-22,B,No,0154792690,applicant_627@email.com,Agro-based,2024-25,4329623,60.87838819054626,Non-Operational,8,1365497,Services
628,Non-Operational,Office_5,DIC,TAMIL NADU,APP2025582565,Applicant_628,Individual,Male,General,NA,1984-10-31,9899637952,Address_273,Block_C,District_8,Rural,Video & Photo Studio,Product_8,IFSC428860,ICICI Bank,Bank_Address_155,2021-09-09,626919,679565,415888,No,2020-06-14,1532998,2023-05-27,159102,Training_18,2023-04-27,A,Yes,0373777299,applicant_628@email.com,Services,2025-26,1921367,49.18090101019467,Non-Operational,18,918737,Services
629,Non-Operational,Office_59,KVIC,KERALA,APP2025446508,Applicant_629,Individual,Female,SC,NA,2000-04-23,9888458925,Address_435,Block_C,District_38,Urban,Tourism Services,Product_69,IFSC770800,IndusInd Bank,Bank_Address_14,2023-04-21,270074,350704,173374,Yes,2022-03-14,1835250,2023-07-31,717712,Training_30,2020-08-27,C,No,0138745733,applicant_629@email.com,Retail,2024-25,1397760,42.764648118941984,Operational,14,971702,Services
630,Closed,Office_66,Ministry,HIMACHAL PRADESH,APP2025699679,Applicant_630,Individual,Female,OBC,EX-SERVICEMAN,1972-11-22,9884159581,Address_87,Block_D,District_24,Rural,E-commerce,Product_70,IFSC477303,Canara Bank,Bank_Address_35,2021-05-29,615558,823402,406748,Yes,2021-05-02,838656,2020-04-28,426144,Training_11,2023-04-22,C,No,0169944564,applicant_630@email.com,Manufacturing,2025-26,3437469,17.16917714079348,Non-Operational,17,910345,Services
631,Non-Operational,Office_70,State,ASSAM,APP2025527371,Applicant_631,Individual,Male,SC,EX-SERVICEMAN,1992-01-17,9894962233,Address_166,Block_B,District_24,Rural,Education Center,Product_82,IFSC241819,ICICI Bank,Bank_Address_57,2023-12-27,575175,1146755,350655,Yes,2021-04-22,1109312,2020-09-26,1242565,Training_31,2023-11-09,B,No,0227550225,applicant_631@email.com,Manufacturing,2025-26,4353286,46.60017529520094,Non-Operational,4,945351,Services
632,Closed,Office_37,KVIC,ANDHRA PRADESH,APP2025944128,Applicant_632,Individual,Female,Scheduled Tribe,NA,1974-02-03,9884328689,Address_408,Block_B,District_27,Rural,IT Services,Product_50,IFSC626816,Kotak Bank,Bank_Address_171,2020-11-24,2422798,133069,360836,No,2021-10-30,396214,2023-04-23,562855,Training_6,2022-09-13,A,Yes,0188871677,applicant_632@email.com,Agro-based,2024-25,1560726,23.093090600809575,Non-Operational,16,359630,Services
633,Non-Operational,Office_12,Ministry,KARNATAKA,APP2025509371,Applicant_633,Individual,Female,OBC,EX-SERVICEMAN,1999-04-26,9866160438,Address_193,Block_C,District_32,Urban,IT Services,Product_12,IFSC221176,Kotak Bank,Bank_Address_81,2021-10-06,1652270,738048,423617,Partial,2022-11-15,1796919,2021-06-06,963355,Training_24,2023-06-23,B,No,0296163123,applicant_633@email.com,Services,2023-24,4920713,55.486365507436595,Operational,16,1453369,Services
634,Closed,Office_25,KVIC,ANDHRA PRADESH,APP2025906654,Applicant_634,Individual,Female,ST,NA,1960-05-16,9846443533,Address_396,Block_C,District_39,Urban,Manufacturing,Product_81,IFSC131949,Canara Bank,Bank_Address_129,2021-09-18,1300369,1353223,74487,Partial,2022-09-06,964073,2022-09-27,500711,Training_22,2022-01-02,B,No,0199247967,applicant_634@email.com,Manufacturing,2023-24,4535032,7.171356476613633,Operational,14,868641,Manufacturing
635,Operational,Office_83,KVIC,TAMIL NADU,APP2025481945,Applicant_635,Individual,Male,SC,PWD,1987-03-13,9863745685,Address_486,Block_C,District_3,Urban,Textile Unit,Product_47,IFSC957790,Canara Bank,Bank_Address_121,2021-08-16,1447012,451941,160397,No,2023-01-10,1987579,2022-05-28,820449,Training_40,2020-07-15,C,Yes,0344865161,applicant_635@email.com,Services,2024-25,1657430,47.58104464189865,Closed,7,1040238,Manufacturing
636,Closed,Office_94,State,WEST BENGAL,APP2025575672,Applicant_636,Individual,Male,OBC,EX-SERVICEMAN,1964-05-02,9896978586,Address_335,Block_C,District_42,Urban,Service Business,Product_28,IFSC446395,Canara Bank,Bank_Address_49,2022-06-03,1503581,446836,114029,No,2020-01-15,720527,2023-11-18,1048221,Training_10,2022-03-23,B,Yes,0344944480,applicant_636@email.com,Manufacturing,2024-25,2867425,40.428012345898054,Operational,6,1005267,Services
637,Operational,Office_55,KVIB,RAJASTHAN,APP2025603655,Applicant_637,Individual,Female,ST,NA,1962-08-25,9874887505,Address_132,Block_B,District_12,Urban,Service Business,Product_1,IFSC131138,Canara Bank,Bank_Address_78,2022-05-14,1250838,1108425,475043,Yes,2022-12-07,462842,2020-12-12,1049354,Training_32,2020-04-02,NA,Yes,0265028834,applicant_637@email.com,Agro-based,2025-26,3653340,48.17736525787899,Non-Operational,3,1476045,Services
638,Non-Operational,Office_39,KVIC,JAMMU & KASHMIR,APP2025416201,Applicant_638,Individual,Female,General,EX-SERVICEMAN,1997-03-16,9855763616,Address_130,Block_A,District_23,Rural,Textile Unit,Product_98,IFSC538626,ICICI Bank,Bank_Address_113,2021-01-31,1321931,1361996,176307,Yes,2022-02-18,1863199,2022-03-22,995049,Training_1,2020-11-10,A,Yes,0137107485,applicant_638@email.com,Retail,2023-24,4687035,39.740656268282784,Operational,3,802183,Manufacturing
639,Closed,Office_73,KVIC,JAMMU & KASHMIR,APP2025525866,Applicant_639,Individual,Male,SC,NA,1984-07-21,9829450918,Address_150,Block_B,District_20,Rural,Food Processing,Product_34,IFSC773603,Canara Bank,Bank_Address_166,2022-12-22,1991698,992250,382688,Partial,2022-03-09,1206152,2021-02-16,954752,Training_44,2021-05-28,NA,Yes,0338647852,applicant_639@email.com,Manufacturing,2023-24,4920523,54.68935717363866,Operational,17,1118590,Manufacturing
640,Operational,Office_21,DIC,JHARKHAND,APP2025399711,Applicant_640,Individual,Female,Scheduled Caste,EX-SERVICEMAN,2001-03-18,9847631118,Address_417,Block_C,District_18,Rural,Food Processing,Product_87,IFSC822458,Kotak Bank,Bank_Address_192,2021-05-26,1246718,1379011,390417,No,2023-03-29,628333,2020-09-25,542388,Training_14,2023-05-21,A,No,0184951744,applicant_640@email.com,Retail,2023-24,3430081,46.537372561236644,Operational,11,1266995,Manufacturing
